番号 	Winner1 	Winner2 	Winner3 	Winner4 	Loser1 	Loser2 	Loser3 	Loser4 	レート増 	レート減
11907 	pietan 	RAMI 	NFushi 	Evans 	ress 	teranushi 	Izzey 	fiiisan 	18 	17
11908 	STK 	yu_ki 	polpo 	borma 	ress 	fiiisan 	NFushi 	boomZ 	10 	9
11909 	mmn 	borma 	NFushi 	GEN 	ress 	Izzey 	fiiisan 	AAA 	16 	15
11910 	RAMI 	polpo 	Izzey 	fiiisan 	teranushi 	Molt 	borma 	boomZ 	14 	13
11911 	RAMI 	polpo 	Izzey 	fiiisan 	hikouki 	Molt 	borma 	touyou 	12 	11
11912 	pietan 	single 	Mickey 	wildcarp 	ress 	baki 	fiiisan 	touyou 	21 	20
11913 	Molt 	fiiisan 	Bnoty 	single 	RAMI 	STK 	NFushi 	GEN 	13 	12
11914 	STK 	baki 	touyou 	single 	RAMI 	Molt 	fiiisan 	GEN 	13 	12
11915 	En_AOC 	yu_ki 	Bnoty 	GEN 	ress 	boomZ 	syosinnsy 	kircheis 	10 	9
11916 	En_AOC 	yu_ki 	Izzey 	kircheis 	ress 	baki 	boomZ 	GEN 	14 	13
11917 	ress 	polpo 	fiiisan 	GEN 	En_AOC 	yu_ki 	Izzey 	single 	15 	14
11918 	hikouki 	yu_ki 	fiiisan 	Mickey 	En_AOC 	Izzey 	baki 	touyou 	13 	12
11919 	yu_ki 	Izzey 	NFushi 	Mickey 	mmn 	baki 	AAA 	wildcarp 	13 	12
11920 	yu_ki 	Izzey 	NFushi 	Mickey 	mmn 	baki 	boomZ 	wildcarp 	12 	11
11921 	STK 	yu_ki 	Bnoty 	NFushi 	moomin 	hikouki 	pa-ku 	GEN 	13 	12
11922 	toshi 	STK 	baki 	Mickey 	RAMI 	hikouki 	yu_ki 	NFushi 	14 	13
11923 	toshi 	Izzey 	baki 	syosinnsy 	RAMI 	hikouki 	NFushi 	teeneon 	13 	12
11924 	mmn 	yu_ki 	Izzey 	teeneon 	toshi 	RAMI 	NFushi 	Mickey 	12 	11
11925 	mmn 	STK 	boomZ 	GEN 	RAMI 	Bnoty 	fiiisan 	NFushi 	18 	17
11926 	polpo 	Bnoty 	NFushi 	boomZ 	Izzey 	fiiisan 	touyou 	syosinnsy 	13 	12
11927 	yu_ki 	polpo 	NFushi 	GEN 	Izzey 	baki 	fiiisan 	kircheis 	14 	13
11928 	yu_ki 	polpo 	Izzey 	Mickey 	mmn 	touyou 	S 	syosinnsy 	10 	9
11929 	Izzey 	S 	AAA 	Golira 	yu_ki 	Mickey 	mildseven 	Guls 	13 	12
11930 	baki 	borma 	AAA 	Cruguss 	yu_ki 	Mickey 	S 	Guls 	12 	11
11931 	y 	fiiisan 	touyou 	kircheis 	yu_ki 	polpo 	S 	GEN 	14 	13
11932 	mmn 	yu_ki 	S 	GEN 	hikouki 	baki 	touyou 	Mickey 	15 	14
11933 	STK 	fiiisan 	touyou 	S 	yu_ki 	Kimi 	Bnoty 	GEN 	13 	12
11934 	STK 	yu_ki 	Izzey 	S 	baki 	Kimi 	Bnoty 	fiiisan 	12 	11
11935 	STK 	polpo 	baki 	cwrouu 	Izzey 	Kimi 	fiiisan 	touyou 	15 	14
11936 	baki 	fiiisan 	Mickey 	cwrouu 	polpo 	Izzey 	S 	syouko 	13 	12
11937 	yu_ki 	polpo 	touyou 	GEN 	Izzey 	baki 	single 	S 	14 	13
11938 	yu_ki 	Izzey 	single 	S 	polpo 	baki 	fiiisan 	AAA 	13 	12
11939 	yu_ki 	Izzey 	single 	S 	STK 	baki 	fiiisan 	AAA 	13 	12
11940 	yu_ki 	NFushi 	touyou 	freeza 	teranushi 	fiiisan 	Ra^Engine 	pote 	12 	11
11941 	ress 	hikouki 	Izzey 	syosinnsy 	teranushi 	STK 	NFushi 	fiiisan 	13 	12
11942 	hikouki 	STK 	touyou 	fiiisan 	yu_ki 	polpo 	Izzey 	NFushi 	12 	11
11943 	hikouki 	STK 	polpo 	baki 	mmn 	yu_ki 	NFushi 	Ra^Engine 	12 	11
11944 	yu_ki 	polpo 	touyou 	Ra^Engine 	Izzey 	baki 	NFushi 	Mickey 	13 	12
11945 	yu_ki 	polpo 	baki 	NFushi 	mmn 	Izzey 	Mickey 	GEN 	13 	12
11946 	ress 	fiiisan 	teeneon 	syosinnsy 	yu_ki 	Molt 	baki 	S 	12 	11
11947 	mmn 	fiiisan 	teeneon 	S 	yu_ki 	Molt 	baki 	Bnoty 	13 	12
11948 	RAMI 	STK 	fiiisan 	S 	Molt 	Kimi 	baki 	teeneon 	13 	12
11949 	STK 	fiiisan 	touyou 	Mickey 	yu_ki 	polpo 	NFushi 	boomZ 	12 	11
11950 	Molt 	baki 	NFushi 	GEN 	STK 	Izzey 	boomZ 	syosinnsy 	13 	12
11951 	yu_ki 	baki 	touyou 	boomZ 	toshi 	NFushi 	syosinnsy 	GEN 	15 	14
11952 	toshi 	yu_ki 	polpo 	boomZ 	teranushi 	STK 	fiiisan 	NFushi 	13 	12
11953 	mmn 	polpo 	fiiisan 	Evans 	STK 	yu_ki 	Molt 	touyou 	15 	14
11954 	yu_ki 	polpo 	Izzey 	baki 	toshi 	fiiisan 	touyou 	NFushi 	16 	15
11955 	toshi 	Izzey 	baki 	syosinnsy 	RAMI 	yu_ki 	Molt 	NFushi 	14 	13
11956 	mmn 	polpo 	NFushi 	S 	RAMI 	Molt 	Izzey 	baki 	15 	14
11957 	mmn 	NFushi 	teeneon 	syosinnsy 	toshi 	yu_ki 	korori 	wildcarp 	14 	13
11958 	yu_ki 	Izzey 	S 	Evans 	toshi 	teeneon 	wildcarp 	last^HM 	13 	12
11959 	toshi 	yu_ki 	baki 	teeneon 	moomin 	RAMI 	Izzey 	syosinnsy 	13 	12
11960 	RAMI 	yu_ki 	Izzey 	teeneon 	moomin 	baki 	single 	Mickey 	14 	13
11961 	yu_ki 	touyou 	teeneon 	NFushi 	RAMI 	Izzey 	Mickey 	S 	12 	11
11962 	RAMI 	Izzey 	Mickey 	S 	toshi 	teeneon 	syosinnsy 	AAA 	13 	12
11963 	toshi 	Izzey 	teeneon 	Mickey 	mmn 	baki 	NFushi 	S 	13 	12
11964 	teranushi 	baki 	NFushi 	syosinnsy 	mmn 	yu_ki 	Ra^Engine 	last^HM 	13 	12
11965 	teranushi 	otyoufx 	NFushi 	GEN 	mmn 	touyou 	teeneon 	Ra^Engine 	15 	14
11966 	mmn 	yu_ki 	touyou 	GEN 	teranushi 	Izzey 	NFushi 	teeneon 	17 	16
11967 	yu_ki 	NFushi 	teeneon 	syosinnsy 	RAMI 	Izzey 	boomZ 	GEN 	13 	12
11968 	pietan 	cwrouu 	boomZ 	AAA 	RAMI 	Izzey 	NFushi 	teeneon 	12 	11
11969 	RAMI 	Izzey 	touyou 	NFushi 	toshi 	cwrouu 	teeneon 	boomZ 	13 	12
11970 	Izzey 	baki 	el-nino 	Cruguss 	y 	cwrouu 	NFushi 	hepocon 	15 	14
11971 	moomin 	polpo 	touyou 	fiiisan 	toshi 	teranushi 	NFushi 	boomZ 	14 	13
11972 	polpo 	Izzey 	baki 	fiiisan 	toshi 	touyou 	NFushi 	syosinnsy 	11 	10
11973 	Izzey 	touyou 	NFushi 	Mickey 	mmn 	baki 	Guls 	wildcarp 	11 	10
11974 	fiiisan 	touyou 	NFushi 	S 	yu_ki 	baki 	boomZ 	syosinnsy 	12 	11
11975 	yu_ki 	Izzey 	fiiisan 	boomZ 	polpo 	baki 	touyou 	rackt 	14 	13
11976 	polpo 	Izzey 	touyou 	boomZ 	yu_ki 	baki 	fiiisan 	S 	13 	12
11977 	Izzey 	baki 	fiiisan 	syosinnsy 	yu_ki 	STK 	S 	boomZ 	11 	10
11978 	Izzey 	baki 	S 	Golira 	yu_ki 	STK 	boomZ 	Guls 	13 	12
11979 	otyoufx 	RAMI 	touyou 	Ra^Engine 	polpo 	yu_ki 	baki 	fiiisan 	14 	13
11980 	STK 	fiiisan 	S 	Ra^Engine 	polpo 	baki 	boomZ 	syosinnsy 	12 	11
11981 	yu_ki 	polpo 	S 	boomZ 	STK 	Izzey 	baki 	Guls 	16 	15
11982 	yu_ki 	Izzey 	boomZ 	Guls 	mikan 	y 	S 	hepocon 	15 	14
11983 	mikan 	S 	boomZ 	Guls 	baki 	y 	Golira 	hepocon 	14 	13
11984 	otyoufx 	polpo 	S 	boomZ 	RAMI 	baki 	cwrouu 	Ra^Engine 	14 	13
11985 	Izzey 	En_AOC 	S 	Ra^Engine 	polpo 	baki 	Bnoty 	GEN 	13 	12
11986 	RAMI 	STK 	Bnoty 	syosinnsy 	Izzey 	En_AOC 	baki 	S 	13 	12
11987 	STK 	Izzey 	baki 	last^HM 	polpo 	En_AOC 	S 	Ra^Engine 	15 	14
11988 	yu_ki 	polpo 	touyou 	Mickey 	Izzey 	En_AOC 	fiiisan 	cwrouu 	13 	12
11989 	toshi 	RAMI 	cwrouu 	single 	ress 	Izzey 	En_AOC 	fiiisan 	14 	13
11990 	yu_ki 	polpo 	Izzey 	En_AOC 	ress 	RAMI 	fiiisan 	syosinnsy 	12 	11
11991 	ress 	Izzey 	En_AOC 	Leafin 	toshi 	RAMI 	S 	AAA 	16 	15
11992 	RAMI 	yu_ki 	Izzey 	S 	mmn 	fiiisan 	Bnoty 	Golira 	11 	10
11993 	toshi 	En_AOC 	baki 	Tanuki 	teranushi 	otyoufx 	NFushi 	last^HM 	16 	15
11994 	pietan 	single 	boomZ 	kappa 	otyoufx 	RAMI 	En_AOC 	NFushi 	18 	17
11995 	toshi 	En_AOC 	Ra^Engine 	Golira 	otyoufx 	RAMI 	NFushi 	Tanuki 	16 	15
11996 	toshi 	STK 	NFushi 	pa-ku 	otyoufx 	RAMI 	En_AOC 	Tanuki 	15 	14
11997 	otyoufx 	RAMI 	En_AOC 	NFushi 	toshi 	polpo 	STK 	Golira 	14 	13
11998 	otyoufx 	RAMI 	En_AOC 	NFushi 	toshi 	mikan 	STK 	Tanuki 	12 	11
11999 	mikan 	En_AOC 	baki 	syosinnsy 	otyoufx 	STK 	NFushi 	Tanuki 	14 	13
12000 	mikan 	polpo 	Izzey 	En_AOC 	pietan 	NFushi 	GEN 	SUN 	8 	7
12001 	RAMI 	mikan 	polpo 	En_AOC 	pietan 	NFushi 	single 	GEN 	14 	13
12002 	pietan 	fiiisan 	teeneon 	NFushi 	toshi 	mikan 	polpo 	En_AOC 	14 	13
12003 	mikan 	polpo 	Izzey 	En_AOC 	moomin 	fiiisan 	teeneon 	NFushi 	8 	7
12004 	Izzey 	fiiisan 	teeneon 	NFushi 	polpo 	En_AOC 	touyou 	syosinnsy 	12 	11
12005 	mmn 	En_AOC 	teeneon 	Ra^Engine 	mikan 	Izzey 	polpo 	fiiisan 	14 	13
12006 	Izzey 	STK 	fiiisan 	y 	toshi 	cwrouu 	NFushi 	S 	13 	12
12007 	toshi 	cwrouu 	Cruguss 	Guls 	ICE 	Izzey 	Golira 	last^HM 	12 	11
12008 	toshi 	RAMI 	NFushi 	Tanuki 	mikan 	polpo 	En_AOC 	teeneon 	14 	13
12009 	toshi 	mikan 	teeneon 	kappa 	RAMI 	polpo 	En_AOC 	NFushi 	16 	15
12010 	RAMI 	STK 	En_AOC 	NFushi 	toshi 	mikan 	teeneon 	Tanuki 	11 	10
12011 	toshi 	RAMI 	mikan 	En_AOC 	pietan 	baki 	cwrouu 	teeneon 	13 	12
12012 	pietan 	teeneon 	NFushi 	pa-ku 	RAMI 	mikan 	En_AOC 	cwrouu 	11 	10
12013 	RAMI 	mikan 	teeneon 	NFushi 	toshi 	En_AOC 	cwrouu 	Golira 	13 	12
12014 	mikan 	En_AOC 	teeneon 	cwrouu 	toshi 	RAMI 	Golira 	pa-ku 	14 	13
12015 	RAMI 	En_AOC 	teeneon 	NFushi 	papasu 	mikan 	kircheis 	pa-ku 	12 	11
12016 	pietan 	En_AOC 	cwrouu 	single 	toshi 	otyoufx 	mikan 	Izzey 	16 	15
12017 	mikan 	Izzey 	polpo 	Evans 	toshi 	En_AOC 	NFushi 	pa-ku 	19 	18
12018 	toshi 	En_AOC 	NFushi 	pa-ku 	mikan 	Izzey 	polpo 	Golira 	11 	10
12019 	RAMI 	polpo 	En_AOC 	touyou 	yu_ki 	Izzey 	STK 	baki 	11 	10
12020 	teranushi 	En_AOC 	single 	boomZ 	RAMI 	yu_ki 	fiiisan 	S 	12 	11
12021 	RAMI 	En_AOC 	S 	boomZ 	yu_ki 	Izzey 	korori 	wildcarp 	12 	11
12022 	mmn 	touyou 	S 	boomZ 	yu_ki 	Izzey 	En_AOC 	bouya_aki 	15 	14
12023 	STK 	polpo 	S 	boomZ 	Izzey 	En_AOC 	baki 	GEN 	15 	14
12024 	teranushi 	RAMI 	En_AOC 	NFushi 	pietan 	Izzey 	boomZ 	GEN 	13 	12
12025 	teranushi 	RAMI 	mikan 	polpo 	pietan 	En_AOC 	yamachan 	boomZ 	14 	13
12026 	teranushi 	korori 	Ra^Engine 	boomZ 	polpo 	En_AOC 	yamachan 	kircheis 	12 	11
12027 	polpo 	En_AOC 	yamachan 	kircheis 	Izzey 	touyou 	fiiisan 	boomZ 	13 	12
12028 	En_AOC 	Izzey 	fiiisan 	boomZ 	mmn 	S 	Ra^Engine 	syouko 	11 	10
12029 	En_AOC 	Mickey 	S 	syouko 	Izzey 	fiiisan 	boomZ 	Guls 	15 	14
12030 	papasu 	touyou 	fiiisan 	kircheis 	RAMI 	polpo 	En_AOC 	boomZ 	14 	13
12031 	toshi 	teeneon 	Ra^Engine 	syosinnsy 	RAMI 	En_AOC 	yamachan 	GEN 	13 	12
12032 	toshi 	En_AOC 	boomZ 	pa-ku 	otyoufx 	polpo 	fiiisan 	kappa 	16 	15
12033 	toshi 	En_AOC 	Ra^Engine 	boomZ 	ress 	polpo 	fiiisan 	pa-ku 	14 	13
12034 	RAMI 	En_AOC 	borma 	boomZ 	toshi 	Bnoty 	teeneon 	pa-ku 	11 	10
12035 	ress 	En_AOC 	baki 	pa-ku 	mmn 	teeneon 	single 	boomZ 	16 	15
12036 	hikouki 	teeneon 	single 	boomZ 	yu_ki 	En_AOC 	baki 	pa-ku 	15 	14
12037 	hikouki 	En_AOC 	fiiisan 	teeneon 	toshi 	RAMI 	boomZ 	pa-ku 	12 	11
12038 	teranushi 	yu_ki 	cwrouu 	boomZ 	mmn 	En_AOC 	S 	syosinnsy 	13 	12
12039 	toshi 	teeneon 	syosinnsy 	Golira 	hikouki 	RAMI 	S 	Guls 	15 	14
12040 	hikouki 	RAMI 	baki 	Guls 	toshi 	teeneon 	boomZ 	S 	14 	13
12041 	ress 	RAMI 	teeneon 	S 	mmn 	toshi 	Golira 	Guls 	13 	12
12042 	y 	teeneon 	cwrouu 	boomZ 	toshi 	S 	Golira 	Guls 	11 	10
12043 	toshi 	teeneon 	boomZ 	S 	mmn 	mikan 	Golira 	Guls 	13 	12
12044 	otyoufx 	hiro_ 	boomZ 	kappa 	toshi 	yu_ki 	Dummy800 	Tanuki 	13 	12
12045 	toshi 	hiro_ 	syosinnsy 	kappa 	RAMI 	mikan 	polpo 	pa-ku 	14 	13
12046 	pietan 	ress 	kappa 	pa-ku 	taa 	RAMI 	mikan 	polpo 	15 	14
12047 	hikouki 	ICE 	En_AOC 	pa-ku 	taa 	otyoufx 	syosinnsy 	kappa 	12 	11
12048 	hikouki 	ICE 	polpo 	pa-ku 	taa 	En_AOC 	korori 	kappa 	14 	13
12049 	ICE 	En_AOC 	Ra^Engine 	Golira 	polpo 	touyou 	korori 	kappa 	14 	13
12050 	toshi 	taa 	En_AOC 	boomZ 	pietan 	polpo 	korori 	pa-ku 	14 	13
12051 	RAMI 	En_AOC 	boomZ 	kircheis 	toshi 	korori 	syosinnsy 	pa-ku 	14 	13
12052 	taa 	RAMI 	korori 	Evans 	toshi 	En_AOC 	boomZ 	kircheis 	13 	12
12053 	RAMI 	ICE 	En_AOC 	kircheis 	toshi 	ga-n 	korori 	boomZ 	13 	12
12054 	RAMI 	baki 	touyou 	ga-n 	ICE 	En_AOC 	polpo 	boomZ 	13 	12
12055 	hikouki 	touyou 	boomZ 	S 	yu_ki 	borma 	fiiisan 	syosinnsy 	13 	12
12056 	hikouki 	teeneon 	boomZ 	hepocon 	mikan 	fiiisan 	Bnoty 	last^HM 	14 	13
12057 	fiiisan 	boomZ 	S 	Guls 	mikan 	Golira 	nanasaki 	last^HM 	11 	10
12058 	mikan 	touyou 	boomZ 	kappa 	otyoufx 	polpo 	syouko 	Tanuki 	14 	13
12059 	yu_ki 	polpo 	borma 	pa-ku 	ICE 	En_AOC 	boomZ 	Evans 	10 	9
12060 	En_AOC 	yu_ki 	korori 	boomZ 	RAMI 	polpo 	touyou 	GEN 	13 	12
12061 	taa 	hiro_ 	En_AOC 	baki 	pietan 	polpo 	boomZ 	kappa 	13 	12
12062 	pietan 	polpo 	boomZ 	kappa 	taa 	RAMI 	En_AOC 	baki 	19 	18
12063 	taa 	En_AOC 	polpo 	boomZ 	RAMI 	mikan 	baki 	touyou 	13 	12
12064 	teranushi 	polpo 	borma 	Bnoty 	hikouki 	mikan 	En_AOC 	teeneon 	13 	12
12065 	RAMI 	touyou 	fiiisan 	boomZ 	hikouki 	Ros 	bashoh 	pa-ku 	13 	12
12066 	otyoufx 	polpo 	Tanuki 	ebiderax 	teeneon 	Bnoty 	boomZ 	S 	14 	13
12067 	otyoufx 	Bnoty 	boomZ 	pa-ku 	hiro_ 	polpo 	S 	Tanuki 	17 	16
12068 	otyoufx 	polpo 	teeneon 	boomZ 	toshi 	hiro_ 	S 	pa-ku 	14 	13
12069 	toshi 	polpo 	boomZ 	kappa 	otyoufx 	hiro_ 	Bnoty 	S 	17 	16
12070 	toshi 	otyoufx 	kappa 	Golira 	RAMI 	polpo 	touyou 	bashoh 	17 	16
12071 	otyoufx 	RAMI 	polpo 	syosinnsy 	toshi 	Ros 	bashoh 	kappa 	14 	13
12072 	toshi 	teeneon 	kappa 	Evans 	otyoufx 	Ros 	bashoh 	pa-ku 	18 	17
12073 	mikan 	yu_ki 	bashoh 	syosinnsy 	otyoufx 	RAMI 	Golira 	pa-ku 	13 	12
12074 	teranushi 	hikouki 	syosinnsy 	Golira 	RAMI 	Ros 	teeneon 	kappa 	16 	15
12075 	Ros 	STK 	kappa 	Evans 	mikan 	touyou 	boomZ 	syosinnsy 	14 	13
12076 	polpo 	teeneon 	cwrouu 	klein 	taa 	bashoh 	boomZ 	pa-ku 	13 	12
12077 	taa 	syosinnsy 	kappa 	pa-ku 	polpo 	touyou 	klein 	Evans 	16 	15
12078 	mikan 	polpo 	klein 	Evans 	fiiisan 	Bnoty 	korori 	syosinnsy 	11 	10
12079 	toshi 	borma 	aiken_tomy 	Guls 	ICE 	mikan 	S 	syosinnsy 	16 	15
12080 	taa 	polpo 	touyou 	syosinnsy 	teranushi 	Ros 	boomZ 	kappa 	14 	13
12081 	otyoufx 	RAMI 	fiiisan 	kircheis 	Ros 	En_AOC 	polpo 	kappa 	14 	13
12082 	Dummy2000 	En_AOC 	borma 	Leafin 	hikouki 	polpo 	Mickey 	S 	16 	15
12083 	roki 	borma 	S 	Guls 	hikouki 	En_AOC 	Mickey 	Golira 	16 	15
12084 	En_AOC 	borma 	nanasaki 	Guls 	hikouki 	S 	Hitasty 	Golira 	12 	11
12085 	taa 	polpo 	kappa 	klein 	teranushi 	NFushi 	single 	pa-ku 	14 	13
12086 	STK 	polpo 	cwrouu 	Bnoty 	MisakaMikoto 	boomZ 	Golira 	klein 	10 	9
12087 	Izzey 	baki 	cwrouu 	S 	RAMI 	polpo 	syosinnsy 	Golira 	13 	12
12088 	ICE 	yu_ki 	NFushi 	S 	RAMI 	borma 	teeneon 	Golira 	14 	13
12089 	hiro_ 	borma 	S 	Golira 	ICE 	fiiisan 	NFushi 	nanasaki 	13 	12
12090 	polpo 	cwrouu 	S 	kappa 	hikouki 	NFushi 	klein 	Evans 	13 	12
12091 	RAMI 	polpo 	Izzey 	fiiisan 	pietan 	boomZ 	S 	klein 	15 	14
12092 	polpo 	Izzey 	touyou 	klein 	RAMI 	fiiisan 	NFushi 	S 	13 	12
12093 	RAMI 	Izzey 	fiiisan 	NFushi 	hikouki 	polpo 	borma 	S 	12 	11
12094 	RAMI 	STK 	boomZ 	S 	hiro_ 	polpo 	NFushi 	klein 	14 	13
12095 	Izzey 	korori 	Golira 	klein 	polpo 	boomZ 	S 	kappa 	13 	12
12096 	Izzey 	polpo 	kappa 	Golira 	otyoufx 	korori 	S 	klein 	13 	12
12097 	otyoufx 	korori 	boomZ 	klein 	Izzey 	polpo 	syosinnsy 	Golira 	13 	12
12098 	RAMI 	hikouki 	NFushi 	kappa 	hiro_ 	STK 	Izzey 	Golira 	15 	14
12099 	Izzey 	borma 	fiiisan 	Golira 	hiro_ 	ICE 	S 	syosinnsy 	13 	12
12100 	y 	Bnoty 	NFushi 	kappa 	mikan 	Izzey 	Golira 	syouko 	15 	14
12101 	taa 	mikan 	S 	klein 	polpo 	Izzey 	fiiisan 	boomZ 	15 	14
12102 	teranushi 	fiiisan 	boomZ 	pa-ku 	polpo 	Izzey 	NFushi 	syosinnsy 	16 	15
12103 	polpo 	Izzey 	fiiisan 	NFushi 	toshi 	teeneon 	boomZ 	syosinnsy 	11 	10
12104 	toshi 	polpo 	teeneon 	NFushi 	taa 	hikouki 	Izzey 	boomZ 	14 	13
12105 	STK 	Izzey 	teeneon 	Golira 	hikouki 	borma 	NFushi 	syosinnsy 	15 	14
12106 	RAMI 	hiro_ 	boomZ 	kappa 	toshi 	polpo 	kircheis 	pa-ku 	12 	11
12107 	toshi 	polpo 	teeneon 	boomZ 	teranushi 	RAMI 	touyou 	kappa 	14 	13
12108 	toshi 	teeneon 	kappa 	pa-ku 	RAMI 	polpo 	boomZ 	Tanuki 	14 	13
12109 	teranushi 	polpo 	teeneon 	Tanuki 	toshi 	qop 	NFushi 	boomZ 	16 	15
12110 	RAMI 	qop 	NFushi 	Golira 	moomin 	bashoh 	kappa 	pa-ku 	13 	12
12111 	RAMI 	polpo 	NFushi 	kappa 	moomin 	touyou 	bashoh 	pa-ku 	13 	12
12112 	moomin 	Ros 	NFushi 	bashoh 	toshi 	RAMI 	polpo 	pa-ku 	15 	14
12113 	toshi 	teeneon 	NFushi 	Golira 	moomin 	STK 	bashoh 	pa-ku 	13 	12
12114 	STK 	teeneon 	NFushi 	Golira 	moomin 	bashoh 	boomZ 	pa-ku 	14 	13
12115 	moomin 	bashoh 	boomZ 	pa-ku 	STK 	teeneon 	NFushi 	Golira 	17 	16
12116 	otyoufx 	teeneon 	boomZ 	pa-ku 	polpo 	Izzey 	Golira 	klein 	13 	12
12117 	otyoufx 	Izzey 	boomZ 	klein 	moomin 	fiiisan 	Golira 	pa-ku 	13 	12
12118 	otyoufx 	RAMI 	polpo 	pa-ku 	moomin 	Izzey 	fiiisan 	klein 	17 	16
12119 	teranushi 	otyoufx 	Izzey 	Bnoty 	moomin 	toshi 	fiiisan 	Golira 	12 	11
12120 	otyoufx 	hiro_ 	teeneon 	pa-ku 	teranushi 	fiiisan 	NFushi 	bashoh 	17 	16
12121 	otyoufx 	NFushi 	kappa 	pa-ku 	yu_ki 	fiiisan 	bashoh 	kircheis 	13 	12
12122 	polpo 	korori 	bashoh 	Golira 	RAMI 	NFushi 	kappa 	pa-ku 	14 	13
12123 	toshi 	RAMI 	kappa 	Golira 	moomin 	NFushi 	qop 	korori 	17 	16
12124 	^Shiki 	korori 	Golira 	pa-ku 	borma 	teeneon 	fiiisan 	kappa 	14 	13
12125 	toshi 	^Shiki 	teeneon 	bashoh 	pietan 	teranushi 	kappa 	pa-ku 	15 	14
12126 	borma 	korori 	bashoh 	pa-ku 	RAMI 	kappa 	Golira 	ninneko 	12 	11
12127 	RAMI 	touyou 	korori 	ninneko 	hiro_ 	polpo 	kappa 	Golira 	13 	12
12128 	otyoufx 	polpo 	korori 	klein 	toshi 	NFushi 	boomZ 	kappa 	13 	12
12129 	polpo 	korori 	kappa 	klein 	otyoufx 	fiiisan 	Evans 	pa-ku 	16 	15
12130 	otyoufx 	polpo 	korori 	pa-ku 	teranushi 	touyou 	fiiisan 	kircheis 	15 	14
12131 	En_AOC 	teeneon 	Golira 	klein 	teranushi 	NFushi 	syosinnsy 	kircheis 	18 	17
12132 	hiro_ 	teeneon 	NFushi 	kircheis 	RAMI 	En_AOC 	Golira 	klein 	15 	14
12133 	Ros 	polpo 	kappa 	klein 	RAMI 	En_AOC 	Golira 	kircheis 	13 	12
12134 	AKAGI 	polpo 	touyou 	klein 	teranushi 	En_AOC 	fiiisan 	kircheis 	15 	14
12135 	otyoufx 	polpo 	korori 	Golira 	teranushi 	En_AOC 	fiiisan 	syosinnsy 	14 	13
12136 	En_AOC 	borma 	korori 	fiiisan 	teranushi 	RAMI 	Golira 	pa-ku 	12 	11
12137 	RAMI 	polpo 	En_AOC 	pa-ku 	otyoufx 	Izzey 	fiiisan 	boomZ 	15 	14
12138 	otyoufx 	Izzey 	NFushi 	fiiisan 	polpo 	En_AOC 	touyou 	Bnoty 	11 	10
12139 	yu_ki 	Izzey 	Golira 	syosinnsy 	Ros 	NFushi 	boomZ 	jana 	14 	13
12140 	roki 	fiiisan 	S 	Golira 	Izzey 	korori 	NFushi 	boomZ 	11 	10
12141 	roki 	Izzey 	korori 	NFushi 	pietan 	fiiisan 	boomZ 	S 	18 	17
12142 	teeneon 	korori 	fiiisan 	mildseven 	yu_ki 	y 	S 	Guls 	12 	11
12143 	polpo 	En_AOC 	Izzey 	kappa 	taa 	borma 	NFushi 	Golira 	13 	12
12144 	Ros 	En_AOC 	Izzey 	korori 	toshi 	polpo 	borma 	pa-ku 	13 	12
12145 	polpo 	En_AOC 	korori 	Bnoty 	otyoufx 	Izzey 	NFushi 	fiiisan 	15 	14
12146 	roki 	touyou 	korori 	fiiisan 	Ros 	En_AOC 	Izzey 	NFushi 	12 	11
12147 	En_AOC 	korori 	cwrouu 	NFushi 	roki 	Izzey 	Golira 	Guls 	13 	12
12148 	roki 	Izzey 	cwrouu 	Guls 	Ros 	En_AOC 	yu_ki 	Golira 	12 	11
12149 	Ros 	touyou 	S 	kappa 	polpo 	En_AOC 	klein 	syosinnsy 	15 	14
12150 	teranushi 	En_AOC 	Izzey 	pa-ku 	otyoufx 	RAMI 	korori 	Golira 	15 	14
12151 	otyoufx 	En_AOC 	fiiisan 	kircheis 	RAMI 	Izzey 	korori 	Golira 	15 	14
12152 	En_AOC 	korori 	fiiisan 	Golira 	otyoufx 	Izzey 	syosinnsy 	kircheis 	15 	14
12153 	otyoufx 	En_AOC 	yu_ki 	Izzey 	pietan 	Mickey 	boomZ 	Golira 	7 	6
12154 	STK 	fiiisan 	boomZ 	klein 	En_AOC 	korori 	kappa 	Leafin 	13 	12
12155 	polpo 	En_AOC 	klein 	syosinnsy 	touyou 	korori 	fiiisan 	kappa 	12 	11
12156 	polpo 	cwrouu 	korori 	fiiisan 	En_AOC 	Izzey 	baki 	boomZ 	13 	12
12157 	teranushi 	touyou 	cwrouu 	boomZ 	polpo 	En_AOC 	Izzey 	kappa 	12 	11
12158 	En_AOC 	Izzey 	borma 	boomZ 	RAMI 	polpo 	NFushi 	kappa 	12 	11
12159 	roki 	korori 	fiiisan 	boomZ 	polpo 	Izzey 	borma 	NFushi 	14 	13
12160 	RAMI 	NFushi 	kappa 	Tanuki 	hiro_ 	Ros 	takahiro 	pa-ku 	18 	17
12161 	pietan 	korori 	Tanuki 	pa-ku 	RAMI 	hiro_ 	Ros 	NFushi 	22 	21
12162 	RAMI 	Ros 	kappa 	pa-ku 	hiro_ 	korori 	NFushi 	syosinnsy 	14 	13
12163 	toshi 	Ros 	Tanuki 	syosinnsy 	roki 	teeneon 	korori 	kircheis 	18 	17
